type,language,license,rightsHolder,datasetID,institutionCode,datasetName,eventID,parentEventID,samplesizeValue,sampleSizeUnit,habitat,samplingProtocol,country,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,UGent,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_VEG:plot:POLOT3P1,FORMICA_VEG:transect:POLOT3,9,m2,temperate forest,vegetation survey,Poland,50.4005961,18.8496003,EPSG:4326,30
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,UGent,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_VEG:plot:POLOT3P2,FORMICA_VEG:transect:POLOT3,9,m2,temperate forest,vegetation survey,Poland,50.4006498,18.8495623,EPSG:4326,30
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,UGent,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_VEG:plot:POLOT3P3,FORMICA_VEG:transect:POLOT3,9,m2,temperate forest,vegetation survey,Poland,50.4007984,18.8496305,EPSG:4326,30
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,UGent,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_VEG:plot:POLOT3P4,FORMICA_VEG:transect:POLOT3,9,m2,temperate forest,vegetation survey,Poland,50.4009559,18.8496079,EPSG:4326,30
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,UGent,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_VEG:plot:POLOT3P5,FORMICA_VEG:transect:POLOT3,9,m2,temperate forest,vegetation survey,Poland,50.4015389,18.8501137,EPSG:4326,30
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,UGent,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_VEG:plot:SWLOT1P1,FORMICA_VEG:transect:SWLOT1,9,m2,temperate forest,vegetation survey,Switzerland,47.599153,8.6309673,EPSG:4326,30
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,UGent,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_VEG:plot:SWLOT1P2,FORMICA_VEG:transect:SWLOT1,9,m2,temperate forest,vegetation survey,Switzerland,47.5991934,8.6310366,EPSG:4326,30
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,UGent,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_VEG:plot:SWLOT1P3,FORMICA_VEG:transect:SWLOT1,9,m2,temperate forest,vegetation survey,Switzerland,47.5993335,8.6309686,EPSG:4326,30
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,UGent,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_VEG:plot:SWLOT1P4,FORMICA_VEG:transect:SWLOT1,9,m2,temperate forest,vegetation survey,Switzerland,47.5994267,8.6311939,EPSG:4326,30
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,UGent,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_VEG:plot:SWLOT1P5,FORMICA_VEG:transect:SWLOT1,9,m2,temperate forest,vegetation survey,Switzerland,47.6000564,8.6314311,EPSG:4326,30
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,UGent,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_VEG:plot:SWLOT2P1,FORMICA_VEG:transect:SWLOT2,9,m2,temperate forest,vegetation survey,Switzerland,47.5991989,8.6321534,EPSG:4326,30
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,UGent,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_VEG:plot:SWLOT2P2,FORMICA_VEG:transect:SWLOT2,9,m2,temperate forest,vegetation survey,Switzerland,47.5992532,8.632231,EPSG:4326,30
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,UGent,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_VEG:plot:SWLOT2P3,FORMICA_VEG:transect:SWLOT2,9,m2,temperate forest,vegetation survey,Switzerland,47.5991804999999,8.6321914,EPSG:4326,30
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,UGent,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_VEG:plot:SWLOT2P4,FORMICA_VEG:transect:SWLOT2,9,m2,temperate forest,vegetation survey,Switzerland,47.5994439,8.6322162,EPSG:4326,30
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,UGent,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_VEG:plot:SWLOT2P5,FORMICA_VEG:transect:SWLOT2,9,m2,temperate forest,vegetation survey,Switzerland,47.6000908,8.6322213,EPSG:4326,30
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,UGent,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_VEG:plot:SWLOT3P1,FORMICA_VEG:transect:SWLOT3,9,m2,temperate forest,vegetation survey,Switzerland,47.5992292,8.6352396,EPSG:4326,30
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,UGent,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_VEG:plot:SWLOT3P2,FORMICA_VEG:transect:SWLOT3,9,m2,temperate forest,vegetation survey,Switzerland,47.5994042,8.6352973,EPSG:4326,30
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,UGent,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_VEG:plot:SWLOT3P3,FORMICA_VEG:transect:SWLOT3,9,m2,temperate forest,vegetation survey,Switzerland,47.5995741,8.6352812,EPSG:4326,30
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,UGent,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_VEG:plot:SWLOT3P4,FORMICA_VEG:transect:SWLOT3,9,m2,temperate forest,vegetation survey,Switzerland,47.5996536,8.6353369,EPSG:4326,30
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,UGent,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_VEG:plot:SWLOT3P5,FORMICA_VEG:transect:SWLOT3,9,m2,temperate forest,vegetation survey,Switzerland,47.6002035,8.6352291,EPSG:4326,30
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,UGent,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_VEG:plot:CSLOT1P1,FORMICA_VEG:transect:CSLOT1,9,m2,temperate forest,vegetation survey,Sweden,58.9505848,17.6092881,EPSG:4326,30
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,UGent,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_VEG:plot:CSLOT1P2,FORMICA_VEG:transect:CSLOT1,9,m2,temperate forest,vegetation survey,Sweden,58.9505697,17.609315,EPSG:4326,30
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,UGent,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_VEG:plot:CSLOT1P3,FORMICA_VEG:transect:CSLOT1,9,m2,temperate forest,vegetation survey,Sweden,58.9506091,17.6093175,EPSG:4326,30
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,UGent,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_VEG:plot:CSLOT1P4,FORMICA_VEG:transect:CSLOT1,9,m2,temperate forest,vegetation survey,Sweden,58.9507218,17.6097671,EPSG:4326,30
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,UGent,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_VEG:plot:CSLOT1P5,FORMICA_VEG:transect:CSLOT1,9,m2,temperate forest,vegetation survey,Sweden,58.9509928,17.6107074,EPSG:4326,30
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,UGent,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_VEG:plot:CSLOT2P1,FORMICA_VEG:transect:CSLOT2,9,m2,temperate forest,vegetation survey,Sweden,58.9549132,17.1448542,EPSG:4326,30
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,UGent,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_VEG:plot:CSLOT2P2,FORMICA_VEG:transect:CSLOT2,9,m2,temperate forest,vegetation survey,Sweden,58.9549455,17.1448709,EPSG:4326,30
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,UGent,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_VEG:plot:CSLOT2P3,FORMICA_VEG:transect:CSLOT2,9,m2,temperate forest,vegetation survey,Sweden,58.9549955,17.1448916,EPSG:4326,30
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,UGent,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_VEG:plot:CSLOT2P4,FORMICA_VEG:transect:CSLOT2,9,m2,temperate forest,vegetation survey,Sweden,58.9551889,17.1452259,EPSG:4326,30
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,UGent,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_VEG:plot:CSLOT2P5,FORMICA_VEG:transect:CSLOT2,9,m2,temperate forest,vegetation survey,Sweden,58.9556963,17.1456585,EPSG:4326,30
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,UGent,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_VEG:plot:CSLOT3P1,FORMICA_VEG:transect:CSLOT3,9,m2,temperate forest,vegetation survey,Sweden,58.9561536,17.1539,EPSG:4326,30
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,UGent,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_VEG:plot:CSLOT3P2,FORMICA_VEG:transect:CSLOT3,9,m2,temperate forest,vegetation survey,Sweden,58.9561809,17.1538995,EPSG:4326,30
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,UGent,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_VEG:plot:CSLOT3P3,FORMICA_VEG:transect:CSLOT3,9,m2,temperate forest,vegetation survey,Sweden,58.9562199,17.1536598,EPSG:4326,30
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,UGent,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_VEG:plot:CSLOT3P4,FORMICA_VEG:transect:CSLOT3,9,m2,temperate forest,vegetation survey,Sweden,58.9563166,17.1533823,EPSG:4326,30
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,UGent,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_VEG:plot:CSLOT3P5,FORMICA_VEG:transect:CSLOT3,9,m2,temperate forest,vegetation survey,Sweden,58.9566622,17.1528422,EPSG:4326,30
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,UGent,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_VEG:plot:SSLOT1P1,FORMICA_VEG:transect:SSLOT1,9,m2,temperate forest,vegetation survey,Sweden,55.7323882,13.297938,EPSG:4326,30
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,UGent,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_VEG:plot:SSLOT1P2,FORMICA_VEG:transect:SSLOT1,9,m2,temperate forest,vegetation survey,Sweden,55.7326738,13.2981833,EPSG:4326,30
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,UGent,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_VEG:plot:SSLOT1P3,FORMICA_VEG:transect:SSLOT1,9,m2,temperate forest,vegetation survey,Sweden,55.7327058,13.298083,EPSG:4326,30
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,UGent,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_VEG:plot:SSLOT1P4,FORMICA_VEG:transect:SSLOT1,9,m2,temperate forest,vegetation survey,Sweden,55.7328223999999,13.2983660999999,EPSG:4326,30
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,UGent,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_VEG:plot:SSLOT1P5,FORMICA_VEG:transect:SSLOT1,9,m2,temperate forest,vegetation survey,Sweden,55.7333643,13.2987479,EPSG:4326,30
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,UGent,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_VEG:plot:SSLOT2P1,FORMICA_VEG:transect:SSLOT2,9,m2,temperate forest,vegetation survey,Sweden,,,EPSG:4326,30
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,UGent,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_VEG:plot:SSLOT2P2,FORMICA_VEG:transect:SSLOT2,9,m2,temperate forest,vegetation survey,Sweden,55.8341651,13.4103578,EPSG:4326,30
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,UGent,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_VEG:plot:SSLOT2P3,FORMICA_VEG:transect:SSLOT2,9,m2,temperate forest,vegetation survey,Sweden,55.8342121,13.4102743,EPSG:4326,30
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,UGent,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_VEG:plot:SSLOT2P4,FORMICA_VEG:transect:SSLOT2,9,m2,temperate forest,vegetation survey,Sweden,55.8343828,13.4100572,EPSG:4326,30
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,UGent,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_VEG:plot:SSLOT2P5,FORMICA_VEG:transect:SSLOT2,9,m2,temperate forest,vegetation survey,Sweden,55.8349038,13.4095950999999,EPSG:4326,30
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,UGent,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_VEG:plot:SSLOT3P1,FORMICA_VEG:transect:SSLOT3,9,m2,temperate forest,vegetation survey,Sweden,55.838414,13.3973253,EPSG:4326,30
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,UGent,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_VEG:plot:SSLOT3P2,FORMICA_VEG:transect:SSLOT3,9,m2,temperate forest,vegetation survey,Sweden,55.8381982,13.3973839,EPSG:4326,30
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,UGent,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_VEG:plot:SSLOT3P3,FORMICA_VEG:transect:SSLOT3,9,m2,temperate forest,vegetation survey,Sweden,55.8383022,13.3973409,EPSG:4326,30
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,UGent,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_VEG:plot:SSLOT3P4,FORMICA_VEG:transect:SSLOT3,9,m2,temperate forest,vegetation survey,Sweden,55.8385042,13.3971497,EPSG:4326,30
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,UGent,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_VEG:plot:SSLOT3P5,FORMICA_VEG:transect:SSLOT3,9,m2,temperate forest,vegetation survey,Sweden,55.8390406,13.3967767,EPSG:4326,30
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,UGent,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_VEG:plot:BEMET1P1,FORMICA_VEG:transect:BEMET1,9,m2,temperate forest,vegetation survey,Belgium,50.2283808,5.28330309999999,EPSG:4326,30
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,UGent,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_VEG:plot:BEMET1P2,FORMICA_VEG:transect:BEMET1,9,m2,temperate forest,vegetation survey,Belgium,50.2283878,5.2832772,EPSG:4326,30
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,UGent,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_VEG:plot:BEMET1P3,FORMICA_VEG:transect:BEMET1,9,m2,temperate forest,vegetation survey,Belgium,50.2284368,5.2832457,EPSG:4326,30
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,UGent,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_VEG:plot:BEMET1P4,FORMICA_VEG:transect:BEMET1,9,m2,temperate forest,vegetation survey,Belgium,50.2287404,5.283251,EPSG:4326,30
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,UGent,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_VEG:plot:BEMET1P5,FORMICA_VEG:transect:BEMET1,9,m2,temperate forest,vegetation survey,Belgium,50.2291975,5.2830458,EPSG:4326,30
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,UGent,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_VEG:plot:BEMET2P1,FORMICA_VEG:transect:BEMET2,9,m2,temperate forest,vegetation survey,Belgium,50.2315191,5.2888073,EPSG:4326,30
